H,M,Mn
-120.0,-1984.5,-1.0
-119.59999999998672,-1983.5,-0.99949609473419
-119.19999999997344,-1983.5,-0.99949609473419
-118.79999999996016,-1982.5,-0.99899218946838
-118.39999999994689,-1982.5,-0.99899218946838
-117.9999999999336,-1982.5,-0.99899218946838
-117.59999999992031,-1982.5,-0.99899218946838
-117.19999999990704,-1983.5,-0.99949609473419
-116.79999999989376,-1984.5,-1.0
-116.39999999988048,-1982.5,-0.99899218946838
-115.9999999998672,-1983.5,-0.99949609473419
-115.59999999985394,-1984.5,-1.0
-115.19999999984066,-1984.5,-1.0
-114.79999999982738,-1984.5,-1.0
-114.3999999998141,-1984.5,-1.0
-113.99999999980082,-1984.5,-1.0
-113.59999999978754,-1984.5,-1.0
-113.19999999977426,-1983.5,-0.99949609473419
-112.79999999976098,-1983.5,-0.99949609473419
-112.3999999997477,-1983.5,-0.99949609473419
-111.99999999973444,-1983.5,-0.99949609473419
-111.59999999972116,-1983.5,-0.99949609473419
-111.19999999970788,-1983.5,-0.99949609473419
-110.7999999996946,-1980.5,-0.9979843789367598
-110.39999999968131,-1984.5,-1.0
-109.99999999966803,-1983.5,-0.99949609473419
-109.59999999965476,-1983.5,-0.99949609473419
-109.19999999964148,-1984.5,-1.0
-108.7999999996282,-1981.5,-0.99848828420257
-108.39999999961492,-1983.5,-0.99949609473419
-107.99999999960164,-1980.5,-0.9979843789367598
-107.59999999958836,-1981.5,-0.99848828420257
-107.19999999957508,-1983.5,-0.99949609473419
-106.7999999995618,-1981.5,-0.99848828420257
-106.39999999954853,-1978.5,-0.9969765684051398
-105.99999999953523,-1979.5,-0.9974804736709498
-105.59999999952196,-1982.5,-0.99899218946838
-105.19999999950868,-1982.5,-0.99899218946838
-104.7999999994954,-1982.5,-0.99899218946838
-104.39999999948212,-1980.5,-0.9979843789367598
-103.99999999946886,-1982.5,-0.99899218946838
-103.59999999945558,-1984.5,-1.0
-103.1999999994423,-1982.5,-0.99899218946838
-102.79999999942902,-1980.5,-0.9979843789367598
-102.39999999941574,-1982.5,-0.99899218946838
-101.99999999940246,-1983.5,-0.99949609473419
-101.59999999938918,-1983.5,-0.99949609473419
-101.1999999993759,-1981.5,-0.99848828420257
-100.79999999936264,-1980.5,-0.9979843789367598
-100.39999999934936,-1978.5,-0.9969765684051398
-99.99999999933608,-1982.5,-0.99899218946838
-99.5999999993228,-1981.5,-0.99848828420257
-99.19999999930953,-1980.5,-0.9979843789367598
-98.79999999929623,-1982.5,-0.99899218946838
-98.39999999928295,-1980.5,-0.9979843789367598
-97.99999999926968,-1982.5,-0.99899218946838
-97.5999999992564,-1983.5,-0.99949609473419
-97.19999999924312,-1981.5,-0.99848828420257
-96.79999999922984,-1981.5,-0.99848828420257
-96.39999999921656,-1981.5,-0.99848828420257
-95.99999999920328,-1982.5,-0.99899218946838
-95.59999999919,-1979.5,-0.9974804736709498
-95.19999999917673,-1979.5,-0.9974804736709498
-94.79999999916345,-1979.5,-0.9974804736709498
-94.39999999915015,-1979.5,-0.9974804736709498
-93.99999999913688,-1979.5,-0.9974804736709498
-93.5999999991236,-1975.5,-0.9954648526077098
-93.19999999911032,-1979.5,-0.9974804736709498
-92.79999999909704,-1981.5,-0.99848828420257
-92.39999999908378,-1980.5,-0.9979843789367598
-91.9999999990705,-1982.5,-0.99899218946838
-91.59999999905722,-1981.5,-0.99848828420257
-91.19999999904394,-1979.5,-0.9974804736709498
-90.79999999903066,-1982.5,-0.99899218946838
-90.39999999901738,-1979.5,-0.9974804736709498
