H,M,Mn
-120.0,-394.5,-1.0
-119.59999999998672,-394.5,-1.0
-119.19999999997344,-393.5,-0.9974651457541192
-118.79999999996016,-394.5,-1.0
-118.39999999994689,-394.5,-1.0
-117.9999999999336,-394.5,-1.0
-117.59999999992031,-394.5,-1.0
-117.19999999990704,-393.5,-0.9974651457541192
-116.79999999989376,-393.5,-0.9974651457541192
-116.39999999988048,-394.5,-1.0
-115.9999999998672,-392.5,-0.9949302915082384
-115.59999999985394,-392.5,-0.9949302915082384
-115.19999999984066,-394.5,-1.0
-114.79999999982738,-394.5,-1.0
-114.3999999998141,-394.5,-1.0
-113.99999999980082,-393.5,-0.9974651457541192
-113.59999999978754,-394.5,-1.0
-113.19999999977426,-394.5,-1.0
-112.79999999976098,-393.5,-0.9974651457541192
-112.3999999997477,-394.5,-1.0
-111.99999999973444,-394.5,-1.0
-111.59999999972116,-394.5,-1.0
-111.19999999970788,-394.5,-1.0
-110.7999999996946,-394.5,-1.0
-110.39999999968131,-393.5,-0.9974651457541192
-109.99999999966803,-394.5,-1.0
-109.59999999965476,-393.5,-0.9974651457541192
-109.19999999964148,-394.5,-1.0
-108.7999999996282,-393.5,-0.9974651457541192
-108.39999999961492,-393.5,-0.9974651457541192
-107.99999999960164,-394.5,-1.0
-107.59999999958836,-394.5,-1.0
-107.19999999957508,-394.5,-1.0
-106.7999999995618,-393.5,-0.9974651457541192
-106.39999999954853,-394.5,-1.0
-105.99999999953523,-394.5,-1.0
-105.59999999952196,-393.5,-0.9974651457541192
-105.19999999950868,-392.5,-0.9949302915082384
-104.7999999994954,-392.5,-0.9949302915082384
-104.39999999948212,-392.5,-0.9949302915082384
-103.99999999946886,-394.5,-1.0
-103.59999999945558,-393.5,-0.9974651457541192
-103.1999999994423,-394.5,-1.0
-102.79999999942902,-393.5,-0.9974651457541192
-102.39999999941574,-393.5,-0.9974651457541192
-101.99999999940246,-394.5,-1.0
-101.59999999938918,-392.5,-0.9949302915082384
-101.1999999993759,-392.5,-0.9949302915082384
-100.79999999936264,-393.5,-0.9974651457541192
-100.39999999934936,-394.5,-1.0
-99.99999999933608,-393.5,-0.9974651457541192
-99.5999999993228,-394.5,-1.0
-99.19999999930953,-394.5,-1.0
-98.79999999929623,-393.5,-0.9974651457541192
-98.39999999928295,-392.5,-0.9949302915082384
-97.99999999926968,-392.5,-0.9949302915082384
-97.5999999992564,-394.5,-1.0
-97.19999999924312,-393.5,-0.9974651457541192
-96.79999999922984,-392.5,-0.9949302915082384
-96.39999999921656,-393.5,-0.9974651457541192
-95.99999999920328,-394.5,-1.0
-95.59999999919,-393.5,-0.9974651457541192
-95.19999999917673,-390.5,-0.9898605830164764
-94.79999999916345,-392.5,-0.9949302915082384
-94.39999999915015,-391.5,-0.9923954372623576
-93.99999999913688,-392.5,-0.9949302915082384
-93.5999999991236,-393.5,-0.9974651457541192
-93.19999999911032,-394.5,-1.0
-92.79999999909704,-393.5,-0.9974651457541192
-92.39999999908378,-392.5,-0.9949302915082384
-91.9999999990705,-394.5,-1.0
-91.59999999905722,-394.5,-1.0
-91.19999999904394,-392.5,-0.9949302915082384
-90.79999999903066,-393.5,-0.9974651457541192
-90.39999999901738,-391.5,-0.9923954372623576
-89.9999999990041,-393.5,-0.9974651457541192
-89.59999999899082,-393.5,-0.9974651457541192
-89.19999999897755,-392.5,-0.9949302915082384
-88.79999999896427,-391.5,-0.9923954372623576
-88.39999999895099,-393.5,-0.9974651457541192
-87.99999999893771,-393.5,-0.9974651457541192
-87.59999999892443,-393.5,-0.9974651457541192
-87.19999999891115,-390.5,-0.9898605830164764
-86.79999999889787,-393.5,-0.9974651457541192
-86.3999999988846,-394.5,-1.0
-85.99999999887132,-391.5,-0.9923954372623576
-85.59999999885804,-393.5,-0.9974651457541192
-85.19999999884476,-392.5,-0.9949302915082384
-84.79999999883148,-392.5,-0.9949302915082384
-84.3999999988182,-392.5,-0.9949302915082384
-83.99999999880492,-393.5,-0.9974651457541192
-83.59999999879165,-392.5,-0.9949302915082384
-83.19999999877837,-390.5,-0.9898605830164764
-82.79999999876509,-393.5,-0.9974651457541192
-82.39999999875181,-389.5,-0.9873257287705955
-81.99999999873853,-388.5,-0.9847908745247148
-81.59999999872525,-390.5,-0.9898605830164764
-81.19999999871197,-392.5,-0.9949302915082384
-80.7999999986987,-391.5,-0.9923954372623576
-80.39999999868542,-389.5,-0.9873257287705955
-79.99999999867214,-392.5,-0.9949302915082384
-79.59999999865886,-392.5,-0.9949302915082384
-79.19999999864558,-390.5,-0.9898605830164764
-78.7999999986323,-391.5,-0.9923954372623576
-78.39999999861902,-392.5,-0.9949302915082384
-77.99999999860574,-387.5,-0.982256020278834
-77.59999999859247,-390.5,-0.9898605830164764
-77.19999999857919,-387.5,-0.982256020278834
-76.79999999856591,-390.5,-0.9898605830164764
-76.39999999855263,-387.5,-0.982256020278834
-75.99999999853935,-388.5,-0.9847908745247148
-75.59999999852607,-392.5,-0.9949302915082384
-75.1999999985128,-390.5,-0.9898605830164764
-74.79999999849952,-381.5,-0.9670468948035488
-74.39999999848624,-390.5,-0.9898605830164764
-73.99999999847296,-391.5,-0.9923954372623576
-73.59999999845968,-390.5,-0.9898605830164764
-73.1999999984464,-386.5,-0.9797211660329532
-72.79999999843312,-388.5,-0.9847908745247148
-72.39999999841984,-389.5,-0.9873257287705955
-71.99999999840657,-389.5,-0.9873257287705955
-71.59999999839329,-384.5,-0.9746514575411914
-71.19999999838001,-386.5,-0.9797211660329532
-70.79999999836673,-387.5,-0.982256020278834
-70.39999999835345,-388.5,-0.9847908745247148
-69.99999999834017,-387.5,-0.982256020278834
-69.5999999983269,-388.5,-0.9847908745247148
-69.19999999831361,-380.5,-0.964512040557668
-68.79999999830034,-389.5,-0.9873257287705955
-68.39999999828706,-390.5,-0.9898605830164764
-67.99999999827378,-386.5,-0.9797211660329532
-67.5999999982605,-387.5,-0.982256020278834
-67.19999999824722,-383.5,-0.9721166032953104
-66.79999999823394,-384.5,-0.9746514575411914
-66.39999999822066,-385.5,-0.9771863117870724
-65.99999999820739,-385.5,-0.9771863117870724
-65.59999999819411,-386.5,-0.9797211660329532
-65.19999999818083,-381.5,-0.9670468948035488
-64.79999999816755,-387.5,-0.982256020278834
-64.39999999815427,-386.5,-0.9797211660329532
-63.99999999814099,-383.5,-0.9721166032953104
-63.599999998127714,-384.5,-0.9746514575411914
