H,M,Mn
-120.0,-3069.0,-1.0
-119.59999999998672,-3069.0,-1.0
-119.19999999997344,-3069.0,-1.0
-118.79999999996016,-3069.0,-1.0
-118.39999999994689,-3069.0,-1.0
-117.9999999999336,-3069.0,-1.0
-117.59999999992031,-3069.0,-1.0
-117.19999999990704,-3069.0,-1.0
-116.79999999989376,-3069.0,-1.0
-116.39999999988048,-3069.0,-1.0
-115.9999999998672,-3069.0,-1.0
-115.59999999985394,-3069.0,-1.0
-115.19999999984066,-3069.0,-1.0
-114.79999999982738,-3069.0,-1.0
-114.3999999998141,-3069.0,-1.0
-113.99999999980082,-3069.0,-1.0
-113.59999999978754,-3069.0,-1.0
-113.19999999977426,-3069.0,-1.0
-112.79999999976098,-3069.0,-1.0
-112.3999999997477,-3069.0,-1.0
-111.99999999973444,-3069.0,-1.0
-111.59999999972116,-3069.0,-1.0
-111.19999999970788,-3069.0,-1.0
-110.7999999996946,-3069.0,-1.0
-110.39999999968131,-3069.0,-1.0
-109.99999999966803,-3069.0,-1.0
-109.59999999965476,-3069.0,-1.0
-109.19999999964148,-3069.0,-1.0
-108.7999999996282,-3069.0,-1.0
-108.39999999961492,-3069.0,-1.0
-107.99999999960164,-3069.0,-1.0
-107.59999999958836,-3069.0,-1.0
-107.19999999957508,-3069.0,-1.0
-106.7999999995618,-3069.0,-1.0
-106.39999999954853,-3069.0,-1.0
-105.99999999953523,-3069.0,-1.0
-105.59999999952196,-3069.0,-1.0
-105.19999999950868,-3069.0,-1.0
-104.7999999994954,-3069.0,-1.0
-104.39999999948212,-3069.0,-1.0
-103.99999999946886,-3069.0,-1.0
-103.59999999945558,-3069.0,-1.0
-103.1999999994423,-3069.0,-1.0
-102.79999999942902,-3069.0,-1.0
-102.39999999941574,-3069.0,-1.0
-101.99999999940246,-3069.0,-1.0
-101.59999999938918,-3069.0,-1.0
-101.1999999993759,-3069.0,-1.0
-100.79999999936264,-3069.0,-1.0
-100.39999999934936,-3069.0,-1.0
-99.99999999933608,-3069.0,-1.0
-99.5999999993228,-3069.0,-1.0
-99.19999999930953,-3069.0,-1.0
-98.79999999929623,-3069.0,-1.0
-98.39999999928295,-3069.0,-1.0
-97.99999999926968,-3069.0,-1.0
-97.5999999992564,-3069.0,-1.0
-97.19999999924312,-3069.0,-1.0
-96.79999999922984,-3069.0,-1.0
-96.39999999921656,-3069.0,-1.0
-95.99999999920328,-3069.0,-1.0
-95.59999999919,-3069.0,-1.0
-95.19999999917673,-3069.0,-1.0
-94.79999999916345,-3069.0,-1.0
-94.39999999915015,-3069.0,-1.0
-93.99999999913688,-3069.0,-1.0
-93.5999999991236,-3069.0,-1.0
