H,M,Mn
-120.0,-1984.5,-1.0
-119.59999999998672,-1984.5,-1.0
-119.19999999997344,-1984.5,-1.0
-118.79999999996016,-1984.5,-1.0
-118.39999999994689,-1984.5,-1.0
-117.9999999999336,-1984.5,-1.0
-117.59999999992031,-1984.5,-1.0
-117.19999999990704,-1984.5,-1.0
-116.79999999989376,-1984.5,-1.0
-116.39999999988048,-1984.5,-1.0
-115.9999999998672,-1984.5,-1.0
-115.59999999985394,-1984.5,-1.0
-115.19999999984066,-1984.5,-1.0
-114.79999999982738,-1984.5,-1.0
-114.3999999998141,-1984.5,-1.0
-113.99999999980082,-1984.5,-1.0
-113.59999999978754,-1984.5,-1.0
-113.19999999977426,-1984.5,-1.0
-112.79999999976098,-1984.5,-1.0
-112.3999999997477,-1983.5,-0.99949609473419
-111.99999999973444,-1983.5,-0.99949609473419
-111.59999999972116,-1984.5,-1.0
-111.19999999970788,-1984.5,-1.0
-110.7999999996946,-1984.5,-1.0
-110.39999999968131,-1984.5,-1.0
-109.99999999966803,-1984.5,-1.0
-109.59999999965476,-1984.5,-1.0
-109.19999999964148,-1984.5,-1.0
-108.7999999996282,-1984.5,-1.0
-108.39999999961492,-1984.5,-1.0
-107.99999999960164,-1984.5,-1.0
-107.59999999958836,-1984.5,-1.0
-107.19999999957508,-1984.5,-1.0
-106.7999999995618,-1984.5,-1.0
-106.39999999954853,-1984.5,-1.0
-105.99999999953523,-1984.5,-1.0
-105.59999999952196,-1984.5,-1.0
-105.19999999950868,-1984.5,-1.0
-104.7999999994954,-1984.5,-1.0
-104.39999999948212,-1984.5,-1.0
-103.99999999946886,-1984.5,-1.0
-103.59999999945558,-1984.5,-1.0
-103.1999999994423,-1984.5,-1.0
-102.79999999942902,-1984.5,-1.0
-102.39999999941574,-1984.5,-1.0
-101.99999999940246,-1984.5,-1.0
-101.59999999938918,-1984.5,-1.0
-101.1999999993759,-1984.5,-1.0
-100.79999999936264,-1984.5,-1.0
-100.39999999934936,-1984.5,-1.0
-99.99999999933608,-1984.5,-1.0
-99.5999999993228,-1984.5,-1.0
-99.19999999930953,-1984.5,-1.0
-98.79999999929623,-1984.5,-1.0
-98.39999999928295,-1984.5,-1.0
-97.99999999926968,-1984.5,-1.0
-97.5999999992564,-1984.5,-1.0
-97.19999999924312,-1984.5,-1.0
-96.79999999922984,-1984.5,-1.0
-96.39999999921656,-1984.5,-1.0
-95.99999999920328,-1984.5,-1.0
-95.59999999919,-1984.5,-1.0
-95.19999999917673,-1984.5,-1.0
-94.79999999916345,-1984.5,-1.0
-94.39999999915015,-1984.5,-1.0
-93.99999999913688,-1984.5,-1.0
-93.5999999991236,-1984.5,-1.0
-93.19999999911032,-1984.5,-1.0
-92.79999999909704,-1984.5,-1.0
-92.39999999908378,-1984.5,-1.0
-91.9999999990705,-1983.5,-0.99949609473419
-91.59999999905722,-1984.5,-1.0
-91.19999999904394,-1984.5,-1.0
-90.79999999903066,-1984.5,-1.0
-90.39999999901738,-1984.5,-1.0
-89.9999999990041,-1984.5,-1.0
-89.59999999899082,-1984.5,-1.0
-89.19999999897755,-1984.5,-1.0
-88.79999999896427,-1984.5,-1.0
-88.39999999895099,-1984.5,-1.0
-87.99999999893771,-1984.5,-1.0
-87.59999999892443,-1984.5,-1.0
-87.19999999891115,-1984.5,-1.0
-86.79999999889787,-1984.5,-1.0
-86.3999999988846,-1984.5,-1.0
-85.99999999887132,-1984.5,-1.0
-85.59999999885804,-1984.5,-1.0
-85.19999999884476,-1984.5,-1.0
-84.79999999883148,-1984.5,-1.0
-84.3999999988182,-1984.5,-1.0
-83.99999999880492,-1984.5,-1.0
-83.59999999879165,-1984.5,-1.0
-83.19999999877837,-1984.5,-1.0
-82.79999999876509,-1984.5,-1.0
-82.39999999875181,-1984.5,-1.0
-81.99999999873853,-1984.5,-1.0
-81.59999999872525,-1984.5,-1.0
-81.19999999871197,-1984.5,-1.0
-80.7999999986987,-1984.5,-1.0
-80.39999999868542,-1984.5,-1.0
-79.99999999867214,-1983.5,-0.99949609473419
-79.59999999865886,-1984.5,-1.0
-79.19999999864558,-1984.5,-1.0
-78.7999999986323,-1984.5,-1.0
-78.39999999861902,-1984.5,-1.0
-77.99999999860574,-1984.5,-1.0
-77.59999999859247,-1984.5,-1.0
-77.19999999857919,-1984.5,-1.0
-76.79999999856591,-1984.5,-1.0
-76.39999999855263,-1984.5,-1.0
-75.99999999853935,-1984.5,-1.0
-75.59999999852607,-1984.5,-1.0
-75.1999999985128,-1984.5,-1.0
-74.79999999849952,-1983.5,-0.99949609473419
-74.39999999848624,-1983.5,-0.99949609473419
-73.99999999847296,-1983.5,-0.99949609473419
-73.59999999845968,-1984.5,-1.0
-73.1999999984464,-1984.5,-1.0
-72.79999999843312,-1983.5,-0.99949609473419
-72.39999999841984,-1983.5,-0.99949609473419
-71.99999999840657,-1984.5,-1.0
-71.59999999839329,-1984.5,-1.0
-71.19999999838001,-1984.5,-1.0
-70.79999999836673,-1984.5,-1.0
-70.39999999835345,-1983.5,-0.99949609473419
-69.99999999834017,-1982.5,-0.99899218946838
-69.5999999983269,-1983.5,-0.99949609473419
-69.19999999831361,-1983.5,-0.99949609473419
-68.79999999830034,-1984.5,-1.0
-68.39999999828706,-1984.5,-1.0
-67.99999999827378,-1983.5,-0.99949609473419
-67.5999999982605,-1984.5,-1.0
-67.19999999824722,-1983.5,-0.99949609473419
-66.79999999823394,-1984.5,-1.0
-66.39999999822066,-1983.5,-0.99949609473419
-65.99999999820739,-1984.5,-1.0
-65.59999999819411,-1982.5,-0.99899218946838
-65.19999999818083,-1982.5,-0.99899218946838
-64.79999999816755,-1982.5,-0.99899218946838
-64.39999999815427,-1984.5,-1.0
-63.99999999814099,-1982.5,-0.99899218946838
-63.599999998127714,-1983.5,-0.99949609473419
-63.19999999811444,-1981.5,-0.99848828420257
-62.79999999810116,-1983.5,-0.99949609473419
-62.39999999808788,-1983.5,-0.99949609473419
-61.9999999980746,-1983.5,-0.99949609473419
-61.59999999806132,-1983.5,-0.99949609473419
-61.19999999804804,-1981.5,-0.99848828420257
-60.79999999803477,-1983.5,-0.99949609473419
-60.399999998021485,-1983.5,-0.99949609473419
-59.99999999800821,-1982.5,-0.99899218946838
-59.59999999799493,-1982.5,-0.99899218946838
-59.19999999798165,-1984.5,-1.0
-58.79999999796837,-1983.5,-0.99949609473419
-58.39999999795509,-1983.5,-0.99949609473419
-57.99999999794181,-1984.5,-1.0
-57.599999997928535,-1984.5,-1.0
-57.199999997915256,-1984.5,-1.0
-56.79999999790198,-1980.5,-0.9979843789367598
-56.3999999978887,-1982.5,-0.99899218946838
-55.99999999787542,-1978.5,-0.9969765684051398
-55.59999999786214,-1981.5,-0.99848828420257
-55.19999999784886,-1983.5,-0.99949609473419
-54.79999999783559,-1980.5,-0.9979843789367598
-54.39999999782231,-1981.5,-0.99848828420257
-53.99999999780903,-1981.5,-0.99848828420257
-53.59999999779575,-1976.5,-0.9959687578735198
-53.19999999778247,-1978.5,-0.9969765684051398
-52.79999999776919,-1976.5,-0.9959687578735198
-52.39999999775591,-1978.5,-0.9969765684051398
-51.99999999774264,-1980.5,-0.9979843789367598
-51.59999999772936,-1978.5,-0.9969765684051398
-51.19999999771608,-1978.5,-0.9969765684051398
-50.7999999977028,-1973.5,-0.9944570420760896
-50.39999999768952,-1978.5,-0.9969765684051398
-49.99999999767624,-1979.5,-0.9974804736709498
-49.59999999766296,-1979.5,-0.9974804736709498
-49.19999999764968,-1982.5,-0.99899218946838
-48.799999997636405,-1979.5,-0.9974804736709498
-48.39999999762313,-1978.5,-0.9969765684051398
-47.99999999760985,-1980.5,-0.9979843789367598
-47.59999999759657,-1976.5,-0.9959687578735198
-47.19999999758329,-1971.5,-0.9934492315444696
-46.79999999757001,-1971.5,-0.9934492315444696
-46.39999999755673,-1971.5,-0.9934492315444696
-45.999999997543455,-1973.5,-0.9944570420760896
-45.599999997530176,-1977.5,-0.9964726631393298
-45.1999999975169,-1976.5,-0.9959687578735198
