H,M,Mn
-120.0,-7723.0,-1.0
-119.59999999998672,-7723.0,-1.0
-119.19999999997344,-7723.0,-1.0
-118.79999999996016,-7722.0,-0.999870516638612
-118.39999999994689,-7721.0,-0.999741033277224
-117.9999999999336,-7719.0,-0.9994820665544476
-117.59999999992031,-7719.0,-0.9994820665544476
-117.19999999990704,-7719.0,-0.9994820665544476
-116.79999999989376,-7718.0,-0.9993525831930596
-116.39999999988048,-7715.0,-0.9989641331088956
-115.9999999998672,-7716.0,-0.9990936164702836
-115.59999999985394,-7717.0,-0.9992230998316716
-115.19999999984066,-7721.0,-0.999741033277224
-114.79999999982738,-7719.0,-0.9994820665544476
-114.3999999998141,-7719.0,-0.9994820665544476
-113.99999999980082,-7719.0,-0.9994820665544476
-113.59999999978754,-7719.0,-0.9994820665544476
-113.19999999977426,-7718.0,-0.9993525831930596
-112.79999999976098,-7717.0,-0.9992230998316716
-112.3999999997477,-7716.0,-0.9990936164702836
-111.99999999973444,-7716.0,-0.9990936164702836
-111.59999999972116,-7713.0,-0.9987051663861194
-111.19999999970788,-7713.0,-0.9987051663861194
-110.7999999996946,-7714.0,-0.9988346497475076
-110.39999999968131,-7713.0,-0.9987051663861194
-109.99999999966803,-7713.0,-0.9987051663861194
-109.59999999965476,-7715.0,-0.9989641331088956
-109.19999999964148,-7714.0,-0.9988346497475076
-108.7999999996282,-7716.0,-0.9990936164702836
-108.39999999961492,-7716.0,-0.9990936164702836
-107.99999999960164,-7717.0,-0.9992230998316716
-107.59999999958836,-7720.0,-0.9996115499158358
-107.19999999957508,-7719.0,-0.9994820665544476
-106.7999999995618,-7720.0,-0.9996115499158358
-106.39999999954853,-7717.0,-0.9992230998316716
-105.99999999953523,-7715.0,-0.9989641331088956
-105.59999999952196,-7714.0,-0.9988346497475076
-105.19999999950868,-7715.0,-0.9989641331088956
-104.7999999994954,-7712.0,-0.9985756830247312
-104.39999999948212,-7713.0,-0.9987051663861194
-103.99999999946886,-7712.0,-0.9985756830247312
-103.59999999945558,-7712.0,-0.9985756830247312
-103.1999999994423,-7710.0,-0.9983167163019552
-102.79999999942902,-7710.0,-0.9983167163019552
-102.39999999941574,-7710.0,-0.9983167163019552
-101.99999999940246,-7707.0,-0.997928266217791
-101.59999999938918,-7708.0,-0.998057749579179
-101.1999999993759,-7710.0,-0.9983167163019552
-100.79999999936264,-7710.0,-0.9983167163019552
-100.39999999934936,-7713.0,-0.9987051663861194
-99.99999999933608,-7712.0,-0.9985756830247312
-99.5999999993228,-7712.0,-0.9985756830247312
-99.19999999930953,-7712.0,-0.9985756830247312
-98.79999999929623,-7712.0,-0.9985756830247312
-98.39999999928295,-7709.0,-0.9981872329405672
-97.99999999926968,-7704.0,-0.9975398161336269
