H,M,Mn
-120.0,-486.5,-1.0
-119.59999999998672,-486.5,-1.0
-119.19999999997344,-486.5,-1.0
-118.79999999996016,-485.5,-0.9979445015416238
-118.39999999994689,-486.5,-1.0
-117.9999999999336,-486.5,-1.0
-117.59999999992031,-485.5,-0.9979445015416238
-117.19999999990704,-486.5,-1.0
-116.79999999989376,-485.5,-0.9979445015416238
-116.39999999988048,-486.5,-1.0
-115.9999999998672,-486.5,-1.0
-115.59999999985394,-485.5,-0.9979445015416238
-115.19999999984066,-486.5,-1.0
-114.79999999982738,-486.5,-1.0
-114.3999999998141,-485.5,-0.9979445015416238
-113.99999999980082,-486.5,-1.0
-113.59999999978754,-485.5,-0.9979445015416238
-113.19999999977426,-485.5,-0.9979445015416238
-112.79999999976098,-486.5,-1.0
-112.3999999997477,-486.5,-1.0
-111.99999999973444,-485.5,-0.9979445015416238
-111.59999999972116,-485.5,-0.9979445015416238
-111.19999999970788,-486.5,-1.0
-110.7999999996946,-486.5,-1.0
-110.39999999968131,-486.5,-1.0
-109.99999999966803,-486.5,-1.0
-109.59999999965476,-485.5,-0.9979445015416238
-109.19999999964148,-486.5,-1.0
-108.7999999996282,-485.5,-0.9979445015416238
-108.39999999961492,-485.5,-0.9979445015416238
-107.99999999960164,-484.5,-0.9958890030832476
-107.59999999958836,-486.5,-1.0
-107.19999999957508,-485.5,-0.9979445015416238
-106.7999999995618,-485.5,-0.9979445015416238
-106.39999999954853,-486.5,-1.0
-105.99999999953523,-485.5,-0.9979445015416238
-105.59999999952196,-485.5,-0.9979445015416238
-105.19999999950868,-486.5,-1.0
-104.7999999994954,-485.5,-0.9979445015416238
-104.39999999948212,-484.5,-0.9958890030832476
-103.99999999946886,-486.5,-1.0
-103.59999999945558,-486.5,-1.0
-103.1999999994423,-485.5,-0.9979445015416238
-102.79999999942902,-485.5,-0.9979445015416238
-102.39999999941574,-483.5,-0.9938335046248716
-101.99999999940246,-485.5,-0.9979445015416238
-101.59999999938918,-486.5,-1.0
-101.1999999993759,-484.5,-0.9958890030832476
-100.79999999936264,-484.5,-0.9958890030832476
-100.39999999934936,-485.5,-0.9979445015416238
-99.99999999933608,-484.5,-0.9958890030832476
-99.5999999993228,-486.5,-1.0
-99.19999999930953,-486.5,-1.0
-98.79999999929623,-486.5,-1.0
-98.39999999928295,-483.5,-0.9938335046248716
-97.99999999926968,-485.5,-0.9979445015416238
-97.5999999992564,-485.5,-0.9979445015416238
-97.19999999924312,-486.5,-1.0
-96.79999999922984,-485.5,-0.9979445015416238
-96.39999999921656,-486.5,-1.0
-95.99999999920328,-486.5,-1.0
-95.59999999919,-486.5,-1.0
-95.19999999917673,-485.5,-0.9979445015416238
-94.79999999916345,-485.5,-0.9979445015416238
-94.39999999915015,-485.5,-0.9979445015416238
-93.99999999913688,-486.5,-1.0
-93.5999999991236,-485.5,-0.9979445015416238
-93.19999999911032,-482.5,-0.9917780061664954
-92.79999999909704,-483.5,-0.9938335046248716
-92.39999999908378,-484.5,-0.9958890030832476
-91.9999999990705,-485.5,-0.9979445015416238
-91.59999999905722,-484.5,-0.9958890030832476
-91.19999999904394,-484.5,-0.9958890030832476
-90.79999999903066,-483.5,-0.9938335046248716
-90.39999999901738,-485.5,-0.9979445015416238
-89.9999999990041,-483.5,-0.9938335046248716
-89.59999999899082,-482.5,-0.9917780061664954
-89.19999999897755,-486.5,-1.0
-88.79999999896427,-482.5,-0.9917780061664954
-88.39999999895099,-484.5,-0.9958890030832476
-87.99999999893771,-485.5,-0.9979445015416238
-87.59999999892443,-482.5,-0.9917780061664954
-87.19999999891115,-481.5,-0.9897225077081192
-86.79999999889787,-484.5,-0.9958890030832476
-86.3999999988846,-483.5,-0.9938335046248716
-85.99999999887132,-481.5,-0.9897225077081192
-85.59999999885804,-480.5,-0.987667009249743
-85.19999999884476,-485.5,-0.9979445015416238
-84.79999999883148,-481.5,-0.9897225077081192
-84.3999999988182,-483.5,-0.9938335046248716
-83.99999999880492,-481.5,-0.9897225077081192
-83.59999999879165,-484.5,-0.9958890030832476
-83.19999999877837,-482.5,-0.9917780061664954
-82.79999999876509,-480.5,-0.987667009249743
-82.39999999875181,-480.5,-0.987667009249743
-81.99999999873853,-482.5,-0.9917780061664954
-81.59999999872525,-482.5,-0.9917780061664954
-81.19999999871197,-481.5,-0.9897225077081192
-80.7999999986987,-483.5,-0.9938335046248716
-80.39999999868542,-483.5,-0.9938335046248716
-79.99999999867214,-480.5,-0.987667009249743
-79.59999999865886,-480.5,-0.987667009249743
-79.19999999864558,-484.5,-0.9958890030832476
-78.7999999986323,-482.5,-0.9917780061664954
-78.39999999861902,-476.5,-0.9794450154162384
-77.99999999860574,-481.5,-0.9897225077081192
-77.59999999859247,-478.5,-0.9835560123329908
-77.19999999857919,-480.5,-0.987667009249743
-76.79999999856591,-482.5,-0.9917780061664954
-76.39999999855263,-484.5,-0.9958890030832476
-75.99999999853935,-480.5,-0.987667009249743
-75.59999999852607,-482.5,-0.9917780061664954
-75.1999999985128,-479.5,-0.9856115107913668
-74.79999999849952,-478.5,-0.9835560123329908
