T,M,Mn
0.2,31375.0,1.0
0.30000000000000004,31375.0,1.0
0.4000000000000001,31375.0,1.0
0.5000000000000001,31375.0,1.0
0.6000000000000001,31375.0,1.0
0.7000000000000002,31375.0,1.0
0.8000000000000003,31375.0,1.0
0.9000000000000001,31375.0,1.0
1.0000000000000002,31375.0,1.0
1.1000000000000003,31374.0,0.9999681274900398
1.2000000000000004,31373.0,0.9999362549800797
1.3000000000000003,31371.0,0.9998725099601594
1.4000000000000004,31370.0,0.9998406374501992
1.5000000000000004,31369.0,0.9998087649402391
1.6000000000000003,31365.0,0.9996812749003984
1.7000000000000004,31354.0,0.9993306772908367
1.8000000000000005,31347.0,0.9991075697211156
1.9000000000000006,31342.0,0.9989482071713147
2.000000000000001,31328.0,0.9985019920318725
2.1000000000000005,31314.0,0.9980557768924303
2.200000000000001,31300.0,0.9976095617529881
2.3000000000000007,31278.0,0.9969083665338645
2.400000000000001,31263.0,0.9964302788844621
2.500000000000001,31246.0,0.9958884462151394
2.600000000000001,31222.0,0.9951235059760957
2.700000000000001,31190.0,0.9941035856573706
2.800000000000001,31160.0,0.9931474103585657
2.9000000000000012,31130.0,0.9921912350597609
3.000000000000001,31092.0,0.9909800796812749
3.100000000000001,31041.0,0.9893545816733068
3.200000000000001,30993.0,0.9878247011952191
3.300000000000001,30949.0,0.9864223107569721
3.4000000000000012,30891.0,0.9845737051792829
3.5000000000000013,30832.0,0.9826932270916334
3.6000000000000014,30768.0,0.9806533864541833
3.7000000000000015,30713.0,0.9789003984063746
3.8000000000000016,30634.0,0.976382470119522
3.9000000000000012,30553.0,0.973800796812749
4.000000000000001,30479.0,0.9714422310756972
4.100000000000001,30397.0,0.9688286852589642
4.200000000000002,30311.0,0.9660876494023904
4.300000000000002,30205.0,0.9627091633466135
4.400000000000001,30106.0,0.9595537848605578
4.500000000000002,30017.0,0.9567171314741035
4.600000000000001,29924.0,0.9537529880478087
4.700000000000002,29831.0,0.9507888446215139
4.800000000000002,29724.0,0.9473784860557769
4.900000000000002,29610.0,0.9437450199203187
5.000000000000002,29506.0,0.9404302788844622
5.100000000000001,29385.0,0.9365737051792828
5.200000000000002,29276.0,0.9330996015936255
5.300000000000002,29166.0,0.929593625498008
5.400000000000002,29034.0,0.9253864541832669
5.500000000000002,28895.0,0.9209561752988048
5.600000000000002,28759.0,0.9166215139442231
5.700000000000002,28647.0,0.9130517928286852
5.800000000000002,28526.0,0.909195219123506
5.900000000000002,28412.0,0.9055617529880479
6.000000000000002,28278.0,0.9012908366533865
6.100000000000002,28139.0,0.8968605577689243
6.200000000000002,28003.0,0.8925258964143427
6.3000000000000025,27872.0,0.8883505976095617
6.400000000000002,27725.0,0.8836653386454183
6.500000000000003,27592.0,0.8794262948207171
6.600000000000002,27461.0,0.8752509960159363
6.700000000000002,27310.0,0.8704382470119522
6.8000000000000025,27163.0,0.8657529880478088
6.900000000000002,26976.0,0.859792828685259
7.000000000000003,26798.0,0.8541195219123506
7.100000000000002,26646.0,0.8492749003984064
7.200000000000003,26465.0,0.8435059760956175
7.3000000000000025,26286.0,0.837800796812749
7.400000000000003,26115.0,0.8323505976095618
7.500000000000003,25945.0,0.8269322709163347
7.600000000000002,25742.0,0.8204621513944224
7.700000000000003,25560.0,0.8146613545816733
7.8000000000000025,25362.0,0.8083505976095617
7.900000000000003,25207.0,0.8034103585657371
8.000000000000002,25023.0,0.7975458167330677
8.100000000000003,24833.0,0.7914900398406375
8.200000000000003,24671.0,0.7863266932270916
8.300000000000002,24501.0,0.7809083665338645
8.400000000000002,24319.0,0.7751075697211155
8.500000000000002,24130.0,0.7690836653386455
8.600000000000001,23935.0,0.7628685258964143
8.700000000000003,23745.0,0.7568127490039841
8.800000000000002,23541.0,0.7503107569721116
8.900000000000002,23373.0,0.7449561752988048
9.000000000000002,23180.0,0.738804780876494
9.100000000000001,22970.0,0.7321115537848606
9.200000000000003,22779.0,0.7260239043824701
9.300000000000002,22582.0,0.7197450199203187
9.400000000000002,22407.0,0.7141673306772909
9.500000000000002,22231.0,0.7085577689243028
9.600000000000003,22055.0,0.7029482071713148
9.700000000000003,21866.0,0.6969243027888447
9.800000000000002,21659.0,0.6903266932270916
9.900000000000002,21488.0,0.6848764940239044
10.000000000000002,21305.0,0.6790438247011952
10.100000000000003,21135.0,0.6736254980079681
10.200000000000003,20943.0,0.6675059760956176
10.300000000000002,20749.0,0.6613227091633466
10.400000000000002,20538.0,0.654597609561753
10.500000000000004,20365.0,0.6490836653386454
10.600000000000003,20171.0,0.6429003984063745
10.700000000000003,19985.0,0.6369721115537849
10.800000000000002,19821.0,0.6317450199203187
10.900000000000002,19621.0,0.6253705179282869
11.000000000000004,19451.0,0.6199521912350597
11.100000000000003,19279.0,0.6144701195219123
11.200000000000003,19109.0,0.6090517928286853
11.300000000000002,18969.0,0.604589641434263
11.400000000000002,18789.0,0.5988525896414343
11.500000000000004,18621.0,0.5934980079681275
11.600000000000003,18482.0,0.5890677290836653
11.700000000000003,18308.0,0.5835219123505976
11.800000000000002,18151.0,0.5785179282868526
11.900000000000004,17960.0,0.5724302788844622
12.000000000000004,17775.0,0.5665338645418326
12.100000000000003,17604.0,0.5610836653386454
12.200000000000003,17431.0,0.5555697211155378
12.300000000000002,17279.0,0.5507250996015937
12.400000000000004,17091.0,0.5447330677290837
12.500000000000004,16937.0,0.5398247011952191
12.600000000000003,16796.0,0.5353306772908366
12.700000000000003,16599.0,0.5290517928286853
12.800000000000004,16400.0,0.5227091633466135
12.900000000000004,16214.0,0.5167808764940239
