T,M,Mn
0.2,998.0,1.0
0.30000000000000004,998.0,1.0
0.4000000000000001,997.0,0.998997995991984
0.5000000000000001,996.0,0.9979959919839679
0.6000000000000001,990.0,0.9919839679358717
0.7000000000000002,987.0,0.9889779559118237
0.8000000000000003,976.0,0.9779559118236473
0.9000000000000001,964.0,0.9659318637274549
1.0000000000000002,940.0,0.9418837675350702
1.1000000000000003,926.0,0.9278557114228457
1.2000000000000004,910.0,0.9118236472945892
1.3000000000000003,907.0,0.908817635270541
1.4000000000000004,874.0,0.875751503006012
1.5000000000000004,858.0,0.8597194388777555
1.6000000000000003,830.0,0.8316633266533067
1.7000000000000004,799.0,0.8006012024048096
1.8000000000000005,780.0,0.781563126252505
1.9000000000000006,756.0,0.7575150300601202
2.000000000000001,715.0,0.7164328657314629
2.1000000000000005,699.0,0.7004008016032064
2.200000000000001,668.0,0.6693386773547094
2.3000000000000007,654.0,0.655310621242485
2.400000000000001,611.0,0.6122244488977956
2.500000000000001,594.0,0.5951903807615231
2.600000000000001,570.0,0.5711422845691383
2.700000000000001,566.0,0.5671342685370742
2.800000000000001,547.0,0.5480961923847696
2.9000000000000012,533.0,0.5340681362725451
3.000000000000001,513.0,0.5140280561122245
3.100000000000001,485.0,0.48597194388777554
3.200000000000001,467.0,0.467935871743487
3.300000000000001,456.0,0.45691382765531063
3.4000000000000012,454.0,0.45490981963927857
3.5000000000000013,392.0,0.3927855711422846
3.6000000000000014,367.0,0.36773547094188375
3.7000000000000015,371.0,0.3717434869739479
3.8000000000000016,373.0,0.37374749498997994
3.9000000000000012,367.0,0.36773547094188375
4.000000000000001,352.0,0.3527054108216433
4.100000000000001,353.0,0.35370741482965934
4.200000000000002,323.0,0.32364729458917835
4.300000000000002,297.0,0.29759519038076154
4.400000000000001,270.0,0.27054108216432865
4.500000000000002,278.0,0.2785571142284569
4.600000000000001,287.0,0.2875751503006012
4.700000000000002,276.0,0.27655310621242485
4.800000000000002,295.0,0.2955911823647295
4.900000000000002,278.0,0.2785571142284569
5.000000000000002,287.0,0.2875751503006012
5.100000000000001,235.0,0.23547094188376755
5.200000000000002,223.0,0.22344689378757515
5.300000000000002,219.0,0.21943887775551102
5.400000000000002,222.0,0.22244488977955912
5.500000000000002,247.0,0.24749498997995992
5.600000000000002,234.0,0.23446893787575152
5.700000000000002,226.0,0.22645290581162325
5.800000000000002,218.0,0.218436873747495
5.900000000000002,207.0,0.20741482965931865
6.000000000000002,193.0,0.1933867735470942
6.100000000000002,209.0,0.2094188376753507
6.200000000000002,223.0,0.22344689378757515
6.3000000000000025,251.0,0.251503006012024
6.400000000000002,217.0,0.21743486973947895
6.500000000000003,202.0,0.20240480961923848
6.600000000000002,177.0,0.17735470941883769
6.700000000000002,185.0,0.18537074148296592
6.8000000000000025,149.0,0.1492985971943888
6.900000000000002,120.0,0.12024048096192384
7.000000000000003,159.0,0.1593186372745491
7.100000000000002,164.0,0.16432865731462926
7.200000000000003,133.0,0.13326653306613226
7.3000000000000025,121.0,0.12124248496993988
7.400000000000003,126.0,0.12625250501002003
7.500000000000003,115.0,0.11523046092184369
7.600000000000002,139.0,0.13927855711422846
7.700000000000003,117.0,0.11723446893787576
7.8000000000000025,123.0,0.12324649298597194
7.900000000000003,146.0,0.1462925851703407
8.000000000000002,134.0,0.1342685370741483
8.100000000000003,123.0,0.12324649298597194
8.200000000000003,124.0,0.12424849699398798
8.300000000000002,157.0,0.15731462925851702
8.400000000000002,164.0,0.16432865731462926
8.500000000000002,134.0,0.1342685370741483
8.600000000000001,88.0,0.08817635270541083
8.700000000000003,104.0,0.10420841683366733
8.800000000000002,126.0,0.12625250501002003
8.900000000000002,104.0,0.10420841683366733
9.000000000000002,102.0,0.10220440881763528
9.100000000000001,95.0,0.09519038076152304
9.200000000000003,101.0,0.10120240480961924
9.300000000000002,137.0,0.1372745490981964
9.400000000000002,142.0,0.14228456913827656
9.500000000000002,143.0,0.1432865731462926
9.600000000000003,111.0,0.11122244488977956
9.700000000000003,95.0,0.09519038076152304
9.800000000000002,77.0,0.07715430861723446
9.900000000000002,43.0,0.04308617234468938
10.000000000000002,72.0,0.07214428857715431
10.100000000000003,113.0,0.11322645290581163
10.200000000000003,122.0,0.12224448897795591
10.300000000000002,96.0,0.09619238476953908
10.400000000000002,107.0,0.10721442885771543
10.500000000000004,111.0,0.11122244488977956
10.600000000000003,111.0,0.11122244488977956
10.700000000000003,140.0,0.1402805611222445
10.800000000000002,124.0,0.12424849699398798
10.900000000000002,108.0,0.10821643286573146
11.000000000000004,118.0,0.11823647294589178
11.100000000000003,92.0,0.09218436873747494
11.200000000000003,94.0,0.09418837675350701
11.300000000000002,91.0,0.09118236472945891
11.400000000000002,119.0,0.11923847695390781
11.500000000000004,126.0,0.12625250501002003
11.600000000000003,109.0,0.1092184368737475
11.700000000000003,122.0,0.12224448897795591
11.800000000000002,116.0,0.11623246492985972
11.900000000000004,108.0,0.10821643286573146
12.000000000000004,111.0,0.11122244488977956
12.100000000000003,119.0,0.11923847695390781
12.200000000000003,85.0,0.08517034068136273
12.300000000000002,93.0,0.09318637274549098
12.400000000000004,50.0,0.050100200400801605
12.500000000000004,81.0,0.0811623246492986
12.600000000000003,102.0,0.10220440881763528
12.700000000000003,121.0,0.12124248496993988
12.800000000000004,98.0,0.09819639278557114
12.900000000000004,105.0,0.10521042084168336
13.000000000000004,102.0,0.10220440881763528
13.100000000000003,102.0,0.10220440881763528
13.200000000000003,116.0,0.11623246492985972
13.300000000000004,108.0,0.10821643286573146
13.400000000000004,113.0,0.11322645290581163
13.500000000000004,74.0,0.07414829659318638
13.600000000000003,53.0,0.0531062124248497
13.700000000000005,75.0,0.07515030060120241
13.800000000000004,87.0,0.0871743486973948
13.900000000000004,98.0,0.09819639278557114
14.000000000000004,93.0,0.09318637274549098
14.100000000000003,113.0,0.11322645290581163
14.200000000000005,99.0,0.09919839679358718
14.300000000000004,85.0,0.08517034068136273
14.400000000000004,75.0,0.07515030060120241
14.500000000000004,108.0,0.10821643286573146
14.600000000000005,78.0,0.0781563126252505
14.700000000000005,91.0,0.09118236472945891
14.800000000000004,62.0,0.06212424849699399
14.900000000000004,75.0,0.07515030060120241
15.000000000000004,90.0,0.09018036072144289
15.100000000000005,67.0,0.06713426853707415
15.200000000000005,57.0,0.05711422845691383
15.300000000000004,67.0,0.06713426853707415
15.400000000000004,71.0,0.07114228456913828
15.500000000000004,60.0,0.06012024048096192
15.600000000000005,73.0,0.07314629258517034
15.700000000000005,94.0,0.09418837675350701
15.800000000000004,70.0,0.07014028056112225
15.900000000000004,59.0,0.05911823647294589
16.000000000000007,53.0,0.0531062124248497
16.100000000000005,61.0,0.061122244488977955
16.200000000000006,54.0,0.05410821643286573
16.300000000000004,48.0,0.04809619238476954
16.400000000000006,63.0,0.06312625250501001
16.500000000000004,53.0,0.0531062124248497
16.600000000000005,81.0,0.0811623246492986
16.700000000000006,106.0,0.1062124248496994
16.800000000000004,70.0,0.07014028056112225
16.900000000000006,45.0,0.045090180360721446
17.000000000000004,77.0,0.07715430861723446
17.100000000000005,83.0,0.08316633266533066
17.200000000000006,73.0,0.07314629258517034
17.300000000000004,51.0,0.05110220440881764
17.400000000000006,48.0,0.04809619238476954
17.500000000000004,72.0,0.07214428857715431
17.600000000000005,42.0,0.04208416833667335
17.700000000000006,38.0,0.03807615230460922
17.800000000000004,65.0,0.06513026052104208
17.900000000000006,67.0,0.06713426853707415
18.000000000000004,106.0,0.1062124248496994
18.100000000000005,74.0,0.07414829659318638
18.200000000000006,87.0,0.0871743486973948
18.300000000000004,99.0,0.09919839679358718
18.400000000000006,121.0,0.12124248496993988
18.500000000000007,132.0,0.13226452905811623
18.600000000000005,120.0,0.12024048096192384
18.700000000000006,119.0,0.11923847695390781
18.800000000000004,85.0,0.08517034068136273
18.900000000000006,69.0,0.06913827655310621
19.000000000000007,84.0,0.0841683366733467
19.100000000000005,82.0,0.08216432865731463
19.200000000000006,73.0,0.07314629258517034
19.300000000000004,72.0,0.07214428857715431
19.400000000000006,47.0,0.047094188376753505
19.500000000000007,43.0,0.04308617234468938
19.600000000000005,65.0,0.06513026052104208
19.700000000000006,65.0,0.06513026052104208
19.800000000000004,42.0,0.04208416833667335
19.900000000000006,36.0,0.036072144288577156
20.000000000000007,14.0,0.014028056112224449
20.100000000000005,41.0,0.041082164328657314
20.200000000000006,42.0,0.04208416833667335
20.300000000000004,45.0,0.045090180360721446
20.400000000000006,13.0,0.013026052104208416
20.500000000000007,20.0,0.02004008016032064
20.600000000000005,49.0,0.04909819639278557
20.700000000000006,41.0,0.041082164328657314
20.800000000000008,42.0,0.04208416833667335
20.900000000000006,60.0,0.06012024048096192
21.000000000000007,58.0,0.05811623246492986
21.100000000000005,73.0,0.07314629258517034
21.200000000000006,53.0,0.0531062124248497
21.300000000000008,73.0,0.07314629258517034
21.400000000000006,84.0,0.0841683366733467
21.500000000000007,75.0,0.07515030060120241
21.600000000000005,42.0,0.04208416833667335
21.700000000000006,44.0,0.04408817635270541
21.800000000000008,61.0,0.061122244488977955
21.900000000000006,48.0,0.04809619238476954
22.000000000000007,28.0,0.028056112224448898
22.100000000000005,55.0,0.05511022044088176
22.200000000000006,86.0,0.08617234468937876
